3.6216,8.6661,0
4.5459,8.1674,0
3.866,-2.6383,0
3.4566,9.5228,0
0.32924,-4.4552,0
4.3684,9.6718,0
3.5912,3.0129,0
2.0922,-6.81,0
3.2032,5.7588,0
1.5356,9.1772,0
1.2247,8.7779,0
3.9899,-2.7066,0
1.8993,7.6625,0
-1.5768,10.843,0
3.404,8.7261,0
4.6765,-3.3895,0
2.6719,3.0646,0
0.80355,2.8473,0
1.4479,-4.8794,0
5.2423,11.0272,0
5.7867,7.8902,0
0.3292,-4.4552,0
3.9362,10.1622,0
0.93584,8.8855,0
4.4338,9.887,0
0.7057,-5.4981,0
1.1432,-3.7413,0
-0.38214,8.3909,0
6.5633,9.8187,0
4.8906,-3.3584,0
-0.24811,-0.17797,0
1.4884,3.6274,0
4.2969,7.617,0
-0.96511,9.4111,0
-1.6162,0.80908,0
2.4391,6.4417,0
2.6881,6.0195,0
3.6289,0.81322,0
4.5679,3.1929,0
3.4805,9.7008,0
4.1711,8.722,0
-0.2062,9.2207,0
-0.0068919,9.2931,0
0.96441,5.8395,0
2.8561,6.9176,0
-0.7869,9.5663,0
2.0843,6.6258,0
-0.7869,9.5663,0
3.9102,6.065,0
1.6349,3.286,0
4.3239,-4.8835,0
5.262,3.9834,0
3.1452,5.825,0
2.549,6.1499,0
4.9264,5.496,0
4.8265,0.80287,0
2.5635,6.7769,0
5.807,5.0097,0
3.1377,-4.1096,0
-0.78289,11.3603,0
2.888,0.44696,0
0.49665,5.527,0
4.2586,11.2962,0
1.7939,-1.1174,0
5.4021,3.1039,0
2.5367,2.599,0
4.6054,-4.0765,0
2.4235,9.5332,0
1.0009,7.7846,0
0.12326,8.9848,0
3.9529,-2.3548,0
4.1373,0.49248,0
4.7181,10.0153,0
4.1654,-3.4495,0
4.4069,10.9072,0
2.3066,3.5364,0
3.7935,7.9853,0
0.049175,6.1437,0
0.24835,7.6439,0
1.1317,3.9647,0
2.8033,9.0862,0
4.4682,2.2907,0
5.0185,8.5978,0
1.8664,7.7763,0
3.245,6.63,0
4.0296,2.6756,0
-1.1313,1.9037,0
0.87603,6.8141,0
4.1197,-2.7956,0
3.8027,0.81529,0
1.4806,7.6377,0
4.0632,3.584,0
4.3064,8.2068,0
2.4486,-6.3175,0
3.2718,1.7837,0
-0.64472,-4.6062,0
2.9543,1.076,0
2.1616,-6.8804,0
3.82,10.9279,0
-2.7419,11.4038,0
3.3669,-5.1856,0
4.5597,-2.4211,0
5.1129,-0.49871,0
3.3397,-4.6145,0
4.2027,0.22761,0
3.5438,1.2395,0
2.3136,10.6651,0
-1.8584,7.886,0
3.106,9.5414,0
2.9163,10.8306,0
3.9922,-4.4676,0
1.518,5.6946,0
3.2351,9.647,0
4.2188,6.8162,0
1.7819,6.9176,0
2.5331,2.9135,0
3.8969,7.4163,0
2.108,6.7955,0
2.8969,0.70768,0
0.9297,-3.7971,0
3.4642,10.6878,0
4.0713,10.4023,0
-1.4572,9.1214,0
-1.5075,1.9224,0
-0.91718,9.9884,0
2.994,7.2011,0
-2.343,12.9516,0
3.7818,-2.8846,0
4.6689,1.3098,0
3.4663,1.1112,0
3.2697,-4.3414,0
5.1302,8.6703,0
2.0139,6.1416,0
0.4339,5.5395,0
-1.0401,9.3987,0
4.1605,11.2196,0
5.438,9.4669,0
5.032,8.2026,0
5.2418,10.5388,0
-0.2062,9.2207,0
2.0911,0.94358,0
1.7317,-0.34765,0
4.1736,3.3336,0
3.9232,-3.2467,0
3.8481,10.1539,0
0.5195,-3.2633,0
3.8584,0.78425,0
1.7496,-0.1759,0
3.6277,0.9829,0
2.7391,7.4018,0
4.5447,8.2274,0
-1.7599,11.9211,0
5.0691,0.21313,0
3.4591,11.112,0
1.9358,8.1654,0
2.486,-0.99533,0
2.4226,-4.5752,0
3.9479,-3.7723,0
2.2634,-4.4862,0
1.3566,4.2358,0
5.0452,3.8964,0
3.5499,8.6165,0
0.17346,7.8695,0
2.4008,9.3593,0
4.8851,1.5995,0
4.1927,-3.2674,0
1.1166,8.6496,0
1.0235,6.901,0
-1.803,11.8818,0
0.11739,6.2761,0
0.5706,-0.0248,0
4.0552,-2.4583,0
-1.6952,1.0657,0
-1.1193,10.7271,0
1.8799,2.4707,0
3.583,-3.7971,0
0.19081,9.1297,0
3.6582,5.6864,0
-0.13144,-1.7775,0
2.3925,9.798,0
1.6426,3.0149,0
-0.11783,-1.5789,0
-0.69572,8.6165,0
2.9421,7.4101,0
-1.7559,11.9459,0
-1.2537,10.8803,0
3.2585,-4.4614,0
1.8314,6.3672,0
4.5645,-3.6275,0
2.7365,-5.0325,0
0.9297,-3.7971,0
3.9663,10.1684,0
1.4578,-0.08485,0
4.8272,3.0687,0
-2.341,12.3784,0
-1.8584,7.886,0
4.1454,7.257,0
1.9157,6.0816,0
4.0215,-2.1914,0
5.8862,5.8747,0
-2.0897,10.8265,0
4.0026,-3.5943,0
-0.78689,9.5663,0
4.1757,10.2615,0
0.83292,7.5404,0
4.8077,2.2327,0
5.3063,5.2684,0
2.5605,9.2683,0
2.1059,7.6046,0
2.1721,-0.73874,0
4.2899,9.1814,0
3.5156,10.1891,0
2.614,8.0081,0
0.68087,2.3259,0
4.1962,0.74493,0
6.0919,2.9673,0
1.3234,3.2964,0
1.3264,1.0326,0
-0.16735,7.6274,0
-1.3,10.2678,0
-2.2261,12.5398,0
2.4196,6.4665,0
1.0987,0.6394,0
4.6464,10.5326,0
-0.36038,4.1158,0
1.3562,3.2136,0
0.5706,-0.0248,0
-2.6479,10.1374,0
3.1219,-3.137,0
5.4944,1.5478,0
-1.3389,1.552,0
-2.3361,11.9604,0
2.2596,-0.033118,0
0.46901,-0.63321,0
2.7296,2.8701,0
2.0466,2.03,0
-1.3274,9.498,0
3.8905,-2.1521,0
3.9994,0.90427,0
2.3952,9.5083,0
3.2704,6.9321,0
-1.3931,1.5664,0
1.6406,3.5488,0
2.7744,6.8576,0
2.4287,9.3821,0
4.2134,-2.806,0
1.6472,0.48213,0
2.0597,-0.99326,0
0.3798,0.7098,0
1.0135,8.4551,0
4.5691,-4.4552,0
0.57461,10.1105,0
0.5734,9.1938,0
5.2868,3.257,0
4.0102,10.6568,0
4.1425,-3.6792,0
3.0934,-2.9177,0
2.2034,5.9947,0
3.744,0.79459,0
3.0329,2.2948,0
3.7731,7.2073,0
3.1557,2.8908,0
1.8114,7.6067,0
4.988,7.2052,0
2.483,6.6155,0
1.594,4.7055,0
-0.016103,9.7484,0
3.8496,9.7939,0
0.9297,-3.7971,0
4.9342,2.4107,0
3.8417,10.0215,0
5.3915,9.9946,0
4.4072,-0.070365,0
2.6946,6.7976,0
5.2756,0.13863,0
3.4312,6.2637,0
4.052,-0.16555,0
1.3638,-4.7759,0
0.89566,7.7763,0
1.9265,7.7557,0
0.20977,-0.46146,0
4.068,-2.9363,0
2.877,-4.0599,0
0.3223,-0.89808,0
-1.3,10.2678,0
1.7747,-6.4334,0
1.3419,-4.4221,0
0.89606,10.5471,0
0.44125,2.9487,0
3.2422,6.2265,0
2.5678,3.5136,0
-2.2153,11.9625,0
4.1349,6.1189,0
1.934,-9.2828e-06,0
2.5068,1.1588,0
2.1464,6.0795,0
0.051979,7.0521,0
1.2706,8.035,0
1.143,0.83391,0
2.2928,9.0386,0
0.3292,-4.4552,0
2.9719,6.8369,0
1.6849,8.7489,0
-1.9177,11.6894,0
2.3729,10.4726,0
1.0284,9.767,0
0.27451,9.2186,0
1.6032,-4.7863,0
4.616,10.1788,0
4.2478,7.6956,0
4.0215,-2.7004,0
5.0297,-4.9704,0
1.5902,2.2948,0
2.1274,5.1939,0
1.1811,8.3847,0
0.3292,-4.4552,0
5.7353,5.2808,0
2.6718,5.6574,0
1.5799,-4.7076,0
2.9499,2.2493,0
0.5195,-3.2633,0
3.7352,9.5911,0
-1.7344,2.0175,0
3.884,10.0277,0
3.5257,1.2829,0
4.4549,2.4976,0
-0.16108,-6.4624,0
4.2164,9.4607,0
3.5152,6.8224,0
1.6988,2.9094,0
1.0607,2.4542,0
2.0421,1.2436,0
3.5594,1.3078,0
3.0009,5.8126,0
3.9294,1.4112,0
3.4667,-4.0724,0
3.966,3.9213,0
1.0191,2.33,0
0.96414,5.616,0
1.8205,6.7562,0
4.9923,7.8653,0
-1.1804,11.5093,0
4.0329,0.23175,0
0.66018,10.3878,0
3.5982,7.1307,0
-1.8584,7.886,0
4.0972,0.46972,0
3.3299,0.91254,0
3.1088,3.1122,0
-4.2859,8.5234,0
-1.2528,10.2036,0
0.5195,-3.2633,0
0.3292,-4.4552,0
0.88872,5.3449,0
3.5458,9.3718,0
-0.21661,8.0329,0
2.7206,9.0821,0
3.2051,8.6889,0
2.6917,10.8161,0
-2.3242,11.5176,0
2.7161,-4.2006,0
3.3848,3.2674,0
1.7452,4.8028,0
2.805,0.57732,0
5.7823,5.5788,0
3.8999,1.734,0
3.5189,6.332,0
3.2294,7.7391,0
3.4985,3.1639,0
2.1948,1.3781,0
2.2526,9.9636,0
4.1529,-3.9358,0
0.74307,11.17,0
1.9105,8.871,0
-1.5055,0.070346,0
0.58836,10.7727,0
3.2303,7.8384,0
-1.9922,11.6542,0
2.8523,9.0096,0
4.2772,2.4955,0
1.5099,0.039307,0
5.4188,10.1457,0
0.86202,2.6963,0
3.8117,10.1457,0
0.54777,10.3754,0
2.3718,7.4908,0
-2.4953,11.1472,0
4.6361,-2.6611,0
-2.2527,11.5321,0
3.7982,10.423,0
-0.36279,8.2895,0
2.1265,6.8783,0
0.86736,5.5643,0
3.7831,10.0526,0
-2.2623,12.1177,0
1.2616,4.4303,0
2.6799,3.1349,0
-0.39816,5.9781,0
4.3937,0.35798,0
2.9695,5.6222,0
1.3049,-0.15521,0
2.2123,-5.8395,0
1.9647,6.9383,0
3.0864,-2.5845,0
0.3798,0.7098,0
0.58982,7.4266,0
0.14783,7.946,0
-0.062025,6.1975,0
4.223,1.1319,0
0.64295,7.1018,0
1.941,0.46351,0
4.0047,0.45937,0
3.7767,9.7794,0
3.4769,-0.15314,0
1.9818,9.2621,0
3.8023,-3.8696,0
4.3483,11.1079,0
1.1518,1.3864,0
-1.2576,1.5892,0
1.9572,-5.1153,0
-2.484,12.1611,0
-1.1497,1.2954,0
4.8368,10.0132,0
-0.12196,8.8068,0
1.9429,6.3961,0
1.742,-4.809,0
-1.5222,10.8409,0
-1.3,10.2678,0
3.4246,-0.14693,0
2.5503,-4.9518,0
1.5691,6.3465,0
1.3087,4.9228,0
5.1776,8.2316,0
2.229,9.6325,0
5.6272,10.0857,0
1.2138,8.7986,0
0.3798,0.7098,0
0.5415,6.0319,0
4.0524,5.6802,0
4.7285,2.1065,0
3.4359,0.66216,0
0.86816,10.2429,0
3.359,9.8022,0
3.6702,2.9942,0
1.3349,6.1189,0
3.1887,-3.4143,0
2.4527,2.9653,0
3.9121,2.9735,0
3.9364,10.5885,0
3.9414,-3.2902,0
3.6922,-3.9585,0
5.681,7.795,0
0.77124,9.0862,0
3.5761,9.7753,0
1.602,6.1251,0
2.6682,10.216,0
2.0007,1.8644,0
0.64215,3.1287,0
4.3848,-3.0729,0
0.77445,9.0552,0
0.96574,8.393,0
3.0948,8.7324,0
4.9362,7.6046,0
-1.9458,11.2217,0
5.7403,-0.44284,0
-2.6989,12.1984,0
1.1472,3.5985,0
2.9742,8.96,0
4.5707,7.2094,0
0.1848,6.5079,0
0.87256,9.2931,0
0.39559,6.8866,0
3.8384,6.1851,0
2.8209,7.3108,0
2.5817,9.7546,0
3.8213,0.23175,0
0.3798,0.7098,0
3.4893,6.69,0
-1.7781,0.8546,0
2.0962,2.4769,0
0.94732,-0.57113,0
2.8261,9.4007,0
0.0071249,8.3661,0
0.96788,7.1907,0
4.7432,2.1086,0
3.6575,7.2797,0
3.8832,6.4023,0
3.4776,8.811,0
1.1315,7.9212,0
2.8237,2.8597,0
1.9321,6.0423,0
3.0632,-3.3315,0
-1.8411,10.8306,0
2.8084,11.3045,0
2.5698,-4.4076,0
-0.12624,10.3216,0
3.3756,-4.0951,0
-0.048008,-1.6037,0
0.5706,-0.0248,0
0.88444,6.5906,0
3.8644,3.7061,0
1.2999,2.5762,0
2.0051,-6.8638,0
4.9294,0.27727,0
2.8297,6.3485,0
2.565,8.633,0
2.093,8.3061,0
4.6014,5.6264,0
5.0617,-0.35799,0
-0.2951,9.0489,0
3.577,2.4004,0
3.9433,2.5017,0
2.6648,10.754,0
5.9374,6.1664,0
2.0153,1.8479,0
5.8782,5.9409,0
-2.3983,12.606,0
1.762,4.3682,0
4.2406,-2.4852,0
3.4669,6.87,0
3.1896,5.7526,0
0.81356,9.1566,0
0.52855,0.96427,0
2.1319,-2.0403,0
0.33111,4.5731,0
